StratumID,TransitionGroupID,Amount
Texas Blackland Prairies,Intensification: Low to Medium [Type],0.105932203
Texas Blackland Prairies,Intensification: Medium to High [Type],0.029661017
Texas Blackland Prairies,Intensification: Open to High [Type],0.063559322
Texas Blackland Prairies,Intensification: Open to Low [Type],0.144067797
Texas Blackland Prairies,Intensification: Open to Medium [Type],0.483050847
Wasatch and Uinta Mountains,Intensification: Low to High [Type],0
Wasatch and Uinta Mountains,Intensification: Low to Medium [Type],0
Wasatch and Uinta Mountains,Intensification: Medium to High [Type],0
Wasatch and Uinta Mountains,Intensification: Open to High [Type],0.2
Wasatch and Uinta Mountains,Intensification: Open to Low [Type],0.6
Wasatch and Uinta Mountains,Intensification: Open to Medium [Type],0.2
Western Allegheny Plateau,Intensification: Low to High [Type],0.121621622
Western Allegheny Plateau,Intensification: Low to Medium [Type],0.162162162
Western Allegheny Plateau,Intensification: Medium to High [Type],0.013513514
Western Allegheny Plateau,Intensification: Open to High [Type],0.081081081
Western Allegheny Plateau,Intensification: Open to Low [Type],0.148648649
Western Allegheny Plateau,Intensification: Open to Medium [Type],0.472972973
Western Corn Belt Plains,Intensification: Low to High [Type],0.165562914
Western Corn Belt Plains,Intensification: Low to Medium [Type],0.198675497
Western Corn Belt Plains,Intensification: Medium to High [Type],0.013245033
Western Corn Belt Plains,Intensification: Open to High [Type],0.072847682
Western Corn Belt Plains,Intensification: Open to Low [Type],0.125827815
Western Corn Belt Plains,Intensification: Open to Medium [Type],0.42384106
Western Gulf Coastal Plain,Intensification: Low to High [Type],0.13986014
Western Gulf Coastal Plain,Intensification: Low to Medium [Type],0.101398601
Western Gulf Coastal Plain,Intensification: Medium to High [Type],0.020979021
Western Gulf Coastal Plain,Intensification: Open to High [Type],0.125874126
Western Gulf Coastal Plain,Intensification: Open to Low [Type],0.111888112
Western Gulf Coastal Plain,Intensification: Open to Medium [Type],0.5
Willamette Valley,Intensification: Low to High [Type],0.375
Willamette Valley,Intensification: Low to Medium [Type],0.166666667
Willamette Valley,Intensification: Medium to High [Type],0.041666667
Willamette Valley,Intensification: Open to High [Type],0.125
Willamette Valley,Intensification: Open to Low [Type],0
Willamette Valley,Intensification: Open to Medium [Type],0.291666667
Wyoming Basin,Intensification: Low to High [Type],0
Wyoming Basin,Intensification: Low to Medium [Type],0.444444444
Wyoming Basin,Intensification: Medium to High [Type],0
Wyoming Basin,Intensification: Open to High [Type],0.111111111
Wyoming Basin,Intensification: Open to Low [Type],0.111111111
Wyoming Basin,Intensification: Open to Medium [Type],0.333333333
